bin1_id,bin2_id,bin1_mean,bin2_mean,m1,m1_err,m2,m2_err,c1,c1_err,c2,c2_err,varWei
0,0,13.902072958439053,0.2124212832452598,-0.5733763018653767,0.8272538683492457,0.3424356119751816,0.8031197941942476,-0.010380766179387223,0.0022302326950495305,0.006007627887089374,0.0019938855267699262,172888.2356
0,1,13.912079311327185,0.2888891168937376,0.2711518140777436,0.8261621123729843,0.09126978524907599,0.8142156585669111,0.0005430043382714118,0.0020294605503923054,-0.005931206045807013,0.001960014915107864,180558.9606
0,2,13.854536771379816,0.3391517636104847,-0.2575962024237534,0.8212374617663436,1.343146627013209,0.8439229784790822,0.003897411109989508,0.0019958650328473645,0.0038665063866957132,0.002001967897033607,187549.7815
0,3,13.80376363483166,0.37885390184346945,-0.29252263769698744,0.8135681906995613,-0.8948939729719626,0.8479815397500877,0.003813644116519909,0.0019700786895140866,-0.0005566750014111936,0.002042960009320995,192438.25780000002
0,4,13.820214100251954,0.41397784429932916,0.47264788604949254,0.8342900421794939,-0.9310778280058761,0.8556631562029134,0.0016939794577496307,0.0019114809800558612,-0.00023923026138092184,0.001976268699031636,192187.7374
0,5,13.740287701216944,0.44522022048627863,-0.4403474648532613,0.8229718128447943,0.7663219466693756,0.8517190687560935,-0.0009817439478436822,0.0021297049196640923,-0.002233287927698427,0.00217484420995481,187917.2378
0,6,13.757004960311297,0.4749219718059743,-0.0160123602432951,0.8758238155775437,-0.2279070925673134,0.885130573655308,0.008268696212448244,0.0023076592435167884,-0.005527391391958541,0.0021584895988816695,191831.64990000002
0,7,13.73445638899415,0.5042624090038513,0.46629792198924086,0.8463116810099385,0.4993587631068794,0.8868898115880895,0.002965020965997128,0.0021572511639503925,0.0053494527090006665,0.002081249570804791,192919.8441
0,8,13.733622701150004,0.5320900328156335,-0.586350375697465,0.871336808920456,-0.5548499579119779,0.8455508441312124,0.002546300915055821,0.002194915994576051,-0.008673996772012442,0.0022667293882648234,194341.24699999997
0,9,13.663748550340244,0.5597310641664376,0.6866758386402353,0.879057575930676,-0.1595897244135486,0.8940095394224327,-0.0023054028498535276,0.0023025334858402355,0.0109571918521247,0.002427140552138861,192366.7769
0,10,13.635755109184805,0.5866071603670394,-0.7505269385029846,0.9217658851643981,0.2942251268352873,0.946543203118705,-0.009953515038510169,0.0026039948594885937,0.008071368743640162,0.002724416633530678,186810.42799999999
0,11,13.561909011904518,0.6142689724457606,-0.37295859238752904,0.9271647533303669,-0.07911267974774892,0.9214575873216275,-0.0075792189649755036,0.0024699757737007186,0.0010656124362749125,0.002669614494080437,191288.0109
0,12,13.519878442472788,0.6420652318628096,0.7974679702799601,0.9551644395735127,-0.7559197830660169,0.9672737450736756,-0.00210843943134692,0.0024051947509932713,0.0031659847385894337,0.002765553107934037,184585.78019999998
0,13,13.512086825542724,0.6701264589026573,-0.721331183136371,0.9388309151199032,-0.5137051759795077,0.9609693161737343,-0.0007282154791816093,0.002622363816648797,-0.006293376586387159,0.0024936597227632005,182894.7462
0,14,13.503815832375446,0.6981393802980954,0.5760313180567074,0.9301281978814324,-0.13897377419269308,0.9595296182189997,-0.002480785483280052,0.002663022436924965,-0.005867345202435721,0.0025936213374539983,185062.0199
0,15,13.456356352934606,0.7270599752064864,0.31064810280911975,0.9365090361182717,1.0551894615955772,0.9759536412377705,-0.0073731283322715346,0.0027616291529937503,-0.002681144433493108,0.002789469567466446,182334.1718
0,16,13.455739896186518,0.7572660674495265,1.3205649500834908,0.9704393980941868,-0.8267782511509746,0.9377439243154658,0.0011167119689757517,0.0029344781305548004,0.0017352506403571528,0.002776721989490608,179832.0385
0,17,13.470966438061012,0.789291461639197,0.4065440298305497,0.9164997476788254,-0.2910550260220038,0.9340172920724302,-0.01955438334190242,0.0032370520529801344,0.004716317567235325,0.0026905553720443834,177220.7262
0,18,13.50253053300408,0.8249678892568183,1.0369884203165465,0.8983389793508646,-0.3082099379488043,0.902877484420747,-0.005902012968186908,0.002478045470871326,-0.006431832994203843,0.0023816184509685774,176170.7507
0,19,13.692308499627941,0.8679022041250909,0.24088378893632373,0.8833841860710694,-0.856744275210965,0.8859328631922164,-0.003523645241094424,0.0024826776321048194,-0.01195912120640035,0.0025899931028768117,156259.59850000002
1,0,18.90929177279092,0.19951295961168394,0.07172217621526547,0.8484921677391382,0.4513475845296085,0.8075813919656021,-0.0017528178178759202,0.0019499742153668538,0.005861031539155434,0.0018701255620469886,175392.56809999997
1,1,18.812299967148597,0.27816079055231413,-0.093086127348264,0.8660060263627587,-0.6589973276511875,0.8593697643779348,-0.00637721431893472,0.002121390941962128,-0.0006780246035916045,0.0019105755400813753,180989.2125
1,2,18.824163059619522,0.3262113857169958,0.4434990387996074,0.898147790772654,-0.4222578725534105,0.8897492022326211,0.010088821203111505,0.0024918329626140616,-0.0023896219769324305,0.001961205827665583,193365.2298
1,3,18.808410064433307,0.3649365639170746,-1.719251242641748,0.9471133977528313,0.20311677209353635,0.9333379685702968,0.002513281558900888,0.0020545081646538457,0.008395660253820976,0.0026604076881422585,199092.4932
1,4,18.78236242711315,0.3992804121302262,-0.21064119270802803,0.9566821050054928,-0.5560534693662784,0.9414352136056343,0.00562810772889213,0.002249036132252701,0.004296316063701795,0.002194396067589669,197491.4834
1,5,18.795135622383206,0.4302217510568441,-0.5096004243119208,0.935553136843333,0.7499384740463136,0.9498782531517834,0.002376813057702694,0.002373399953258812,0.0033982113219005908,0.0021484611590777713,196348.23080000002
1,6,18.82236108747017,0.45917478188504046,0.2161385419825325,0.9786777642950937,-0.47275668800955845,0.97919779778477,0.01048319719505918,0.0025993456331501407,-0.0065481668840304584,0.0025248476099012265,191686.6519
1,7,18.812362378875523,0.48767832548124,0.7349671737197766,0.990892683038392,0.9862549278956225,1.0062843772590906,0.006424259802579866,0.0028096896441432728,0.0048651250294128945,0.0024474719578257385,195215.6099
