bin1_id,bin2_id,bin1_mean,bin2_mean,m1,m1_err,m2,m2_err,c1,c1_err,c2,c2_err,dataWei,simWei
0,0,8.491659229743426,0.2568147032615099,-0.453729365917247,0.025758179667923316,-0.42991762266197586,0.027744675288866684,-0.0005960849626982215,0.0007289564937373076,0.0006180287082247493,0.000785174320514511,411479.56870898977,715560.7215600591
0,1,8.493349296772037,0.3588382037934168,-0.36315514413023897,0.02719930120765147,-0.3241265843307559,0.026663252120827024,6.49669390225464e-05,0.0007697402338227047,-0.0003387615815651276,0.0007545700444754639,493616.57978547923,715559.7199398316
0,2,8.477372074128578,0.41471831038933804,-0.24049320216925785,0.03103478967818708,-0.31426552314700085,0.032183766176915374,-0.0002516157210028806,0.0008782845588991093,0.0008647755291532177,0.0009108005942206016,522140.29369269125,715558.1006214693
0,3,8.454152543751645,0.4580746556710368,-0.20871521102827972,0.031485801184796776,-0.15321788341850218,0.03400010882433639,-0.0002793146217618666,0.0008910481846961137,0.0010487316978376373,0.0009622030917867783,533543.8712974563,715566.00174205
0,4,8.430270682605343,0.49501117793307126,-0.14757323894245533,0.03580277958233956,-0.12801357370804922,0.03704825888455185,-0.00020316245504240892,0.0010132186748775807,-0.00024712156424893,0.0010484657395718943,540562.5808623731,715554.8499413002
0,5,8.413163509755076,0.5276561416377052,-0.07580707554505495,0.03564203465735183,-0.06824389658449137,0.038319258167444296,0.00046313709474403355,0.0010086695934434203,-6.920825748552017e-05,0.001084435019728508,544011.5766220205,715560.4527876759
0,6,8.39259497250446,0.5573050289845572,0.0412754222465157,0.03703647696692124,0.06078105287488755,0.039385406317698865,-0.0004176100897923321,0.0010481323112987698,-0.0001312119384898093,0.0011146070127588186,542538.0038114507,715564.8109479472
0,7,8.380073755288938,0.5846591628205621,0.08366491886196226,0.04000362046654775,0.07513013672144586,0.04237242229467328,-0.0014522711573277335,0.0011321024733904905,-0.0002531567456795832,0.001199139565966533,544548.1595421098,715557.3514793981
0,8,8.349914754639263,0.6103858203349798,0.16155085635794397,0.04124862118013306,0.06845688221929547,0.04150021424420684,0.000877924767130087,0.0011673359940264914,0.001816106036861078,0.0011744560778290058,544291.3677260969,715561.0744426828
0,9,8.336548833891523,0.6347946153969511,0.18017939316936715,0.040924054029164235,0.14952386982819754,0.04391517412403957,0.0002492528917234462,0.0011581507435389664,0.0007296476488736041,0.0012427994432847329,550406.2310484862,715567.4072099235
0,10,8.314175124546166,0.6582490141640583,0.16678815622711318,0.041955319996563364,0.1941605709286034,0.04534469825846706,-0.00011880968204424768,0.0011873355707820977,-0.0010265247095945507,0.0012832549767960075,552914.1087915273,715553.569827552
0,11,8.29029265604612,0.6809382646436845,0.30291354709994023,0.04409052017537635,0.2929630849040783,0.043779509559982555,-0.0015094952148130224,0.0012477617365997495,0.0012088947126063683,0.0012389601360738055,556590.6515888218,715562.7009482309
0,12,8.270629199248349,0.7031249386426027,0.13911320067353738,0.04406100302510929,0.3121907000734694,0.043939735937880475,0.001592163156422459,0.0012469264012367242,0.0006057293834468534,0.0012434945426251396,558267.9067273038,715556.8164194543
0,13,8.252544502576042,0.7249988477631238,0.27286670464848006,0.04354355764980726,0.2369329472725803,0.04239964257144992,0.0011635781626038511,0.001232282696932166,-0.00013070455190945796,0.0011999098998089661,556676.0121363606,715564.3146230681
0,14,8.225911425141101,0.7468558257513421,0.33768152955303776,0.04328216516225144,0.3467429846686061,0.045598686801016725,0.005146906982765031,0.0012248852894416332,0.000659861287208411,0.0012904428526402405,552130.0277702669,715562.5547361337
0,15,8.207893881698977,0.7689515404040236,0.24231361800552031,0.042863103164605926,0.29187114651655177,0.04255752982641107,-0.000239347541891302,0.0012130258347596457,0.0012093112743818898,0.0012043781091803606,556366.8654824551,715560.4182476355
0,16,8.186664727579856,0.7918969374469057,0.2677316732674424,0.04104183197797226,0.2950271675322229,0.04004580375741057,0.0027233427364298218,0.0011614838595320031,-0.00028657778653556204,0.0011332962605368683,559088.871118688,715558.8143405421
0,17,8.147431145876531,0.8162719695687143,0.3016143810092162,0.0401081299008777,0.26477257713433255,0.038064497581709024,0.001354377579772642,0.0011350600904190926,0.001219424225881189,0.0010772252950618502,562819.409851932,715556.9455446545
0,18,8.119091148337397,0.8434214982232947,0.3502590584972778,0.03984547641512117,0.2166264882364648,0.03981371411020296,0.0014010359679529605,0.0011276269966790336,-0.0004661904602247628,0.001126728123438584,565764.8964374587,715560.5749098957
0,19,8.129967230864134,0.8772954919972513,0.28493663825178794,0.03560730017662434,0.3228637803583845,0.036203639146000596,0.0024137505945713493,0.0010076866076265132,0.0014057342565110507,0.001024563000671352,563085.1866745511,715560.6777363587
1,0,10.677484376546241,0.24792477017909506,-0.33438958558769993,0.029390644282630718,-0.2778320516557248,0.03072381830892705,0.0009581115109943341,0.0008317552436217717,0.00024290439319566565,0.0008694840690387652,428317.5835522413,717830.1679210961
1,1,10.671648076057267,0.3328115844510134,-0.2736942478193316,0.03061251620784025,-0.27185621596927745,0.032359030497385255,0.00044906138167471825,0.0008663342195385348,0.0020348250909652064,0.0009157605745520564,536235.145403713,717838.5767854527
1,2,10.664805192895972,0.3819045584646466,-0.1672579455104769,0.03458468900850808,-0.18081271158294232,0.03271524293595531,-0.00023462357797189343,0.000978746711206157,0.0020030902218775917,0.0009258413866899191,574548.7561314143,717834.6000046581
1,3,10.66225185249766,0.42155700155943654,-0.1779330993011119,0.034124827864102376,-0.13412344306802582,0.03586384434437869,0.0006812875279008036,0.0009657326406563868,0.002863273332430208,0.001014946807664944,580690.6238116473,717834.0680187419
1,4,10.658491216988539,0.4560537859794392,-0.13177534611907848,0.036428231018361575,-0.15123722596761147,0.03711496402307794,8.167617402544188e-06,0.0010309189507388182,-0.0002935022563703548,0.00105035349501584,588141.7375395,717829.7583650574
1,5,10.661627773862364,0.48747748119173945,-0.057950264064588586,0.03558353072104072,-0.036705411220967266,0.03499479011304321,-0.0009454301691797619,0.0010070139320250673,0.001963538318298527,0.0009903525726099427,590125.2478628047,717832.9244425986
1,6,10.65684147448185,0.5167020702834954,-0.015107915381037729,0.0367839623926113,-0.026901670999002314,0.042739714030861596,-0.00022348059253290216,0.0010409861487562454,0.0021817216771162547,0.0012095339222309217,585633.5026467182,717838.1463656891
1,7,10.653025844469243,0.5446018824324267,0.05477538573525953,0.040758024701751286,0.07016160901436574,0.042285503857757714,-0.0021623659014147344,0.0011534521135142983,0.0018795874616107013,0.0011966797741709981,589733.7431458011,717831.9912233725
