m1,m2,c1,c2,m1_err,m2_err,c1_err,c2_err,Z_B_min,Z_B_max,mean_blendFraction
-0.0056673580391682,-0.0028362734876011997,7.791606401907067e-05,0.0003282564554871,0.00382080773319947,0.0037810707985746184,5.384921037969806e-05,5.426202632172424e-05,0.1,1.2,0.3561113802032468
-0.01933781007748,-0.0220114252920269,-0.0001999585131454,0.0001944070644433,0.019265651244129045,0.01926318434487559,0.000183735129491,0.0001831680494813,0.1,0.3,0.3442714136881613
-0.0266931024187827,-0.0197916249481459,-0.0002793402486354,0.0002186275252342,0.0076592477290165625,0.007683818098565751,0.0001030590345696,0.0001035196264797,0.3,0.5,0.3348317251889536
-0.014156694392546701,-0.0164750985794033,5.313292867670287e-05,0.0003741575608492,0.007107535057887939,0.007118323598920776,0.0001110660816544,0.000111340539219,0.5,0.7,0.368813054360091
0.0129706840285404,0.0167904148994793,0.0004312624815344,0.0004405907857468,0.00568904556595258,0.005650110273837347,0.0001218055298314,0.0001216424813633,0.7,0.9,0.3668604983002277
0.029750317655749602,0.0329137909169368,0.0005783419472242,0.0003599031146902,0.005999141090590264,0.006015853535322849,0.0001416469451015,0.0001420777898603,0.9,1.2,0.3711311045526047
