bin1_id,bin2_id,bin1_mean,bin2_mean,m1,m1_err,m2,m2_err,c1,c1_err,c2,c2_err,dataWei,simWei
0,0,13.819811115395368,0.20819466766187458,-0.20052921738741503,0.09976378464113864,-0.038640187506766566,0.10354012958170368,-0.006857510223022692,0.002823315140725213,0.005268502254314251,0.0029301857038824767,51107.41047120094,69785.64251628518
0,1,13.81937609817009,0.2893844905373187,-0.16975467382488618,0.11002757207694963,-0.10497611462532119,0.10655655404110972,0.0018406250252645518,0.0031137803287986914,-0.0014624963577992683,0.003015550517153435,45718.480298638344,69788.94487470388
0,2,13.802210496022187,0.3387419327157945,0.051809249446970185,0.11182567102592267,-0.25636035271797786,0.11270539305385278,0.00423332713091137,0.0031646665296923217,-0.0017470568181851363,0.0031895626633947362,50514.69052853063,69780.74668395519
0,3,13.823013040583128,0.3785943367222793,-0.011134452137936957,0.11415203423661067,-0.2023345798398002,0.11269988213904635,0.004926808994764482,0.003230502609379832,0.0028874102719039785,0.0031894067045037614,51563.6605463624,69789.81298669428
0,4,13.750937935914838,0.4137219462503453,-0.36294613546798105,0.1210771244656224,-0.08197068438743926,0.11791039591025441,-0.0038944671341178834,0.0034264826653168327,-0.0004171572999890679,0.003336864246076843,51679.35477851331,69782.18706994504
0,5,13.771219700946242,0.44532673056538546,-0.0042417077081221555,0.11495044480197779,-0.07106538135078122,0.12025254347734901,-0.0030559537137456105,0.003253097628662875,-0.0005061222029259203,0.0034031470230562557,51798.550848819315,69784.62868253514
0,6,13.741420799502063,0.4748640229339996,-0.2845326272676376,0.11316437106154505,-0.1882636959914814,0.12337489809583876,0.0021862328272032948,0.003202551741175202,-0.002859469614016237,0.003491509659866856,56228.05413344875,69785.0427961722
0,7,13.663702320809772,0.5039545089644943,0.03437747199287422,0.12170563165769856,0.1148126547233046,0.12043189106802177,0.0016303087853319022,0.0034442694190754846,-0.0026149708675344586,0.003408222559935904,55908.86615132354,69785.97023169696
0,8,13.694982732637758,0.5320600953288595,0.02717928037267603,0.13325420166485322,0.013129557431167616,0.12624897528979406,0.0025197094283274067,0.0037710939543736336,-0.007335030180300657,0.0035728460454750722,54597.27804210968,69788.89008970186
0,9,13.649096472205821,0.5596492024804638,0.10386778480088577,0.13396730007183652,-0.08469084726516996,0.1340820108017031,-0.0014376569910828857,0.0037912746395441597,0.0047042971187275014,0.0037945209532400668,56769.645198352635,69784.76266376674
0,10,13.644207395325912,0.5867868755958564,-0.2922624252335597,0.13593399221401609,0.1976952113149093,0.13427616641051557,-0.002053344520019863,0.0038469320278653237,0.004030622868680675,0.0038000155570383177,56600.31127035059,69786.29344946332
0,11,13.554193326505816,0.6141167046824237,0.49064020734289837,0.1472619040330334,0.12373299194930776,0.14582839401549696,0.005726291709610363,0.00416751193636093,-0.0008421811695025379,0.0041269436023562605,57241.7768098712,69787.56157365628
0,12,13.554579852733191,0.6421239574763474,0.3751725432932549,0.14326222570740574,0.1344848264220717,0.14837764605498427,0.007737980026216389,0.004054321038327189,0.011656188336950129,0.004199087435977834,60136.801642486826,69785.2286459636
0,13,13.531971233178727,0.669964232243034,0.29837206554903983,0.14826597329928007,0.17372529469330522,0.14151990648892251,-0.001251218843449533,0.004195927096951804,0.0019205321848468418,0.0040050134038262086,59281.69834357314,69787.39813147858
0,14,13.486312665793616,0.6983173816543717,0.33663858152953363,0.14357317155767801,0.27702466852758123,0.15534914375163,0.0063398127642348145,0.004063120806000174,-0.011525823900683727,0.004396380823265335,61386.582777367905,69790.41306346096
0,15,13.469848426229213,0.7270537529840896,0.21249594679454398,0.1555444524226683,0.3440250160382401,0.15418084331692214,-0.00031203569130609657,0.0044019080587249845,-0.003406782428707407,0.004363317920548767,63336.913923703134,69778.77755163796
